date,open,high,low,close,sma,ema,rsi,ehler_fisher,true_range,average_true_range,supertrend,atrts,bbands_upper,bbands_lower,ehler_fisher_greater_than_0,ehler_fisher_less_than_0,rsi_greater_than_70,rsi_less_than_30,close_crosses_above_supertrend,close_crosses_below_supertrend,close_crosses_above_atrts,close_crosses_below_atrts,close_crosses_above_bbands_upper,close_crosses_below_bbands_lower,close_crosses_above_sma,close_crosses_below_sma,close_crosses_above_ema,close_crosses_below_ema,tr_less_than_atr
2022-01-03 09:15:00+05:30,17387.15,17501.65,17387.15,17498.1,17287.07,17302.63218434142,75.36317495789457,2.4634668751946602,137.40000000000146,58.1387719918468,17220.868218175463,17223.943797513355,17449.376399750592,17124.763600249407,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-03 10:15:00+05:30,17499.45,17527.9,17488.0,17527.65,17302.955,17324.06245249938,76.88915181955491,2.789074733353384,39.900000000001455,57.2268333922545,17288.98477470625,17322.38402981338,17491.953102900534,17113.95689709947,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2022-01-03 11:15:00+05:30,17528.35,17534.0,17512.0,17525.35,17317.7375,17343.232695118488,76.49202028422624,3.1593890899104977,22.0,55.4654917226417,17313.389434961042,17354.601456965127,17526.698840623092,17108.776159376906,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2022-01-03 12:15:00+05:30,17523.7,17579.2,17523.7,17575.9,17334.342500000002,17365.391486059583,79.05280562279117,3.5495985524244746,55.5,55.46721713650961,17340.954475206312,17357.39900663345,17568.43257299542,17100.252427004583,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False
2022-01-03 13:15:00+05:30,17575.85,17613.85,17567.95,17611.0,17353.9625,17388.782773101528,80.63058075482043,3.9481413810667836,45.89999999999782,54.988856279684,17382.32558435127,17408.01810155567,17610.647119474954,17097.27788052505,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2022-01-03 14:15:00+05:30,17611.5,17646.1,17604.8,17622.0,17375.585,17410.993937568048,81.11076064271545,4.349783723359428,41.29999999999927,54.30441346569974,17419.973757243715,17444.555334814922,17645.731978698634,17105.438021301365,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2022-01-03 15:15:00+05:30,17622.6,17640.55,17617.7,17635.35,17394.9575,17432.361181609187,81.70358578489851,4.752267145029427,22.849999999998545,52.731692792414634,17431.797061143,17457.581271252307,17680.812523176086,17109.102476823915,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2022-01-04 09:15:00+05:30,17681.4,17723.05,17594.25,17722.4,17419.5225,17459.983926217836,85.00768472641586,6.176334739764913,128.79999999999927,56.535108152793974,17438.616911731428,17475.496448811722,17728.348016230444,17110.696983769554,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-04 10:15:00+05:30,17722.45,17733.05,17682.0,17692.45,17442.519999999997,17482.123552292327,79.67642737751166,6.888368537132656,51.04999999999927,56.260852745154224,17488.622846708913,17551.758522677832,17760.576693688403,17124.46330631159,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2022-01-04 11:15:00+05:30,17691.45,17733.35,17665.2,17732.6,17466.5625,17505.97845207401,81.36376875394333,5.708421913418528,68.14999999999782,56.855310107896415,17488.622846708913,17551.758522677832,17795.801829174085,17137.323170825915,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-04 12:15:00+05:30,17732.65,17743.5,17707.15,17712.4,17491.0225,17525.63764711458,77.86129392795164,5.320465744337789,36.349999999998545,55.83004460250149,17508.111408772096,17561.141857304156,17816.97882142206,17165.066178577938,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2022-01-04 13:15:00+05:30,17712.7,17730.8,17669.95,17725.95,17516.7775,17544.71501405605,78.52897542900506,4.182091609528503,60.849999999998545,56.08104237237634,17508.111408772096,17561.141857304156,17831.313830930154,17202.241169069846,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-04 14:15:00+05:30,17725.4,17798.65,17725.4,17797.6,17545.21,17568.799298431666,81.67599283645681,3.820945602129086,73.25,56.93949025375753,17537.661239741275,17561.141857304156,17853.27297505543,17237.147024944567,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-04 15:15:00+05:30,17798.2,17827.3,17793.55,17807.35,17568.0925,17591.518412866746,82.06130292193103,3.8457716120310135,33.75,55.78001574106963,17592.444365868192,17626.034737980048,17882.58734141239,17253.59765858761,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2022-01-05 09:15:00+05:30,17820.1,17853.45,17750.1,17845.75,17592.857500000002,17615.730944974675,83.53019433095014,3.6763919191538452,103.35000000000218,58.15851495401632,17592.444365868192,17639.133083790523,17912.85573479983,17272.859265200175,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-05 10:15:00+05:30,17845.7,17853.45,17789.25,17798.35,17614.8375,17633.123235929466,75.33043559807373,3.7968642876576446,64.20000000000073,58.46058920631554,17592.444365868192,17670.779127419548,17927.808038349867,17301.866961650136,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-05 11:15:00+05:30,17798.85,17864.9,17792.05,17863.15,17638.15,17655.03054679333,78.44556174883796,4.060611038711617,72.85000000000218,59.180059745999884,17592.444365868192,17670.779127419548,17952.170916500807,17324.129083499196,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-05 12:15:00+05:30,17863.05,17925.55,17859.4,17924.3,17666.6675,17680.675256622537,80.89700457115505,4.394903375948529,66.14999999999782,59.52855675869979,17652.72793810323,17685.30442396331,17975.825358180908,17357.50964181909,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-05 13:15:00+05:30,17925.5,17934.4,17879.75,17911.05,17694.6475,17702.61570837277,78.8055615948059,4.76374374709372,54.650000000001455,59.284628920764874,17668.83844258882,17745.473260917435,17985.369371339268,17403.92562866073,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2022-01-05 14:15:00+05:30,17912.05,17944.2,17887.7,17935.7,17723.219999999998,17724.814212337267,79.84929494813167,6.18207304079706,56.5,59.14539747472662,17678.587482438506,17745.473260917435,17989.757831085954,17456.68216891404,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2022-01-05 15:15:00+05:30,17935.4,17935.85,17906.75,17907.7,17743.7,17742.231906400382,75.31238813805582,6.891237687648729,29.099999999998545,57.6431276009902,17692.577662581913,17757.9920733945,18000.673665966002,17486.726334034,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2022-01-06 09:15:00+05:30,17768.5,17795.8,17672.1,17723.2,17753.4775,17740.41934388606,53.67219429875084,3.798953991967115,235.60000000000218,66.54097122094093,17692.577662581913,17757.9920733945,17990.967702903206,17515.987297096795,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False
2022-01-06 10:15:00+05:30,17723.5,17727.15,17662.05,17680.65,17761.2425,17734.72702542072,50.097040915977736,1.7964652691911274,65.10000000000218,66.46892265989399,17972.92079250897,17922.002654517462,17977.6050505373,17544.879949462702,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2022-01-06 11:15:00+05:30,17679.6,17706.6,17663.3,17677.85,17766.34,17729.31016585684,49.86166865108636,0.47604147038336936,43.29999999999927,65.31047652689924,17955.762164251635,17879.2858614452,17969.39001502094,17563.28998497906,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2022-01-06 12:15:00+05:30,17677.85,17720.15,17655.9,17712.2,17771.4,17727.68062625143,52.79197125977461,-0.43748861955157226,64.25,65.25745270055427,17955.762164251635,17873.212725185906,17963.459935957515,17579.340064042488,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2022-01-06 13:15:00+05:30,17711.85,17757.2,17688.95,17728.25,17776.7125,17727.734852322723,54.14063478838942,-0.9403354664209937,68.25,65.40708006552656,17955.762164251635,17873.212725185906,17957.495355589253,17595.92964441075,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2022-01-06 14:15:00+05:30,17728.2,17790.75,17725.95,17739.25,17781.9075,17728.831533053894,55.08764765881849,-1.0729434021878166,64.79999999999927,65.3767260622502,17955.762164251635,17873.212725185906,17951.785412852154,17612.02958714785,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2022-01-06 15:15:00+05:30,17739.85,17755.3,17728.55,17746.0,17783.0875,17730.466625144,55.69229599101916,-1.1294631068104912,26.75,63.44538975913767,17955.762164251635,17873.212725185906,17951.618140760085,17614.556859239918,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
2022-01-07 09:15:00+05:30,17797.6,17897.5,17790.9,17885.65,17792.7475,17745.245994177905,65.91602166902726,-0.8113831986613261,151.5,67.84812027118083,17955.762164251635,17873.212725185906,17961.53759590318,17623.957404096822,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
2022-01-07 10:15:00+05:30,17885.1,17904.65,17823.65,17824.95,17797.364999999998,17752.836851875247,59.49047859279693,-0.3972659454198863,81.0,68.5057142576218,17955.762164251635,17682.92572846634,17964.36400329045,17630.365996709545,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-07 11:15:00+05:30,17825.05,17854.95,17778.15,17795.7,17801.530000000002,17756.919056458555,56.62593082735663,-0.03690496632538093,76.79999999999927,68.92042854474069,17955.762164251635,17682.92572846634,17963.936965367884,17639.12303463212,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
2022-01-07 12:15:00+05:30,17794.6,17802.2,17705.05,17765.85,17803.525,17757.76962251012,53.779948891543945,0.011912134775885836,97.15000000000146,70.33190711750373,17955.762164251635,17682.92572846634,17963.125274122587,17643.924725877416,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-01-07 13:15:00+05:30,17766.05,17799.95,17746.35,17749.85,17801.1375,17757.015372747253,52.2636770249084,0.021139027726906894,53.60000000000218,69.49531176162866,17955.762164251635,17682.92572846634,17962.440404112123,17639.834595887878,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
2022-01-07 14:15:00+05:30,17749.55,17818.2,17740.1,17810.35,17801.2875,17762.094861057038,57.17982762474041,0.03222092260621079,78.10000000000218,69.92554617354733,17955.762164251635,17682.92572846634,17962.618810894706,17639.95618910529,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
2022-01-07 15:15:00+05:30,17810.2,17829.5,17805.45,17818.2,17799.91,17767.438207623032,57.787288663775854,0.14292756920231792,24.049999999999272,67.63176886486991,17955.762164251635,17682.92572846634,17960.166124999967,17639.653875000033,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2022-01-10 09:15:00+05:30,17913.3,17969.6,17879.8,17967.6,17808.3725,17786.50123546846,67.29625193694942,0.5125143493752115,151.39999999999782,71.82018042162633,17624.739513680775,17682.92572846634,17984.494816800016,17632.250183199987,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2022-01-10 10:15:00+05:30,17967.1,17977.45,17939.9,17961.8,17813.305,17803.196355900036,66.66837880948636,0.9615632664941507,37.54999999999927,70.10667140054497,17669.41169139514,17753.243464829367,18000.46706052511,17626.142939474892,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
